zone,week,person,table,group,role
Zone 3,2,Person 4075,151,148,
Zone 3,2,Person 4915,151,148,
Zone 3,2,Person 1604,145,149,Leader
Zone 3,2,Person 744,145,149,Scribe
Zone 3,2,Person 3239,145,149,Researcher
Zone 3,2,Person 2396,145,149,
Zone 3,2,Person 4062,145,149,
Zone 3,2,Person 4950,145,149,
Zone 3,2,Person 1605,146,150,Leader
Zone 3,2,Person 757,146,150,Scribe
Zone 3,2,Person 3237,146,150,Researcher
Zone 3,2,Person 2398,146,150,
Zone 3,2,Person 4072,146,150,
Zone 3,2,Person 4946,146,150,
Zone 3,2,Person 1607,147,151,Leader
Zone 3,2,Person 762,147,151,Scribe
Zone 3,2,Person 3258,147,151,Researcher
Zone 3,2,Person 2388,147,151,
Zone 3,2,Person 4082,147,151,
Zone 3,2,Person 4944,147,151,
Zone 3,2,Person 1611,148,152,Leader
Zone 3,2,Person 767,148,152,Scribe
Zone 3,2,Person 3245,148,152,Researcher
Zone 3,2,Person 2389,148,152,
Zone 3,2,Person 4083,148,152,
Zone 3,2,Person 4938,148,152,
Zone 3,2,Person 1614,158,153,Leader
Zone 3,2,Person 769,158,153,Scribe
Zone 3,2,Person 3273,158,153,Researcher
Zone 3,2,Person 2416,158,153,
Zone 3,2,Person 4078,158,153,
Zone 3,2,Person 4962,158,153,
Zone 3,2,Person 1617,157,154,Leader
Zone 3,2,Person 771,157,154,Scribe
Zone 3,2,Person 3269,157,154,Researcher
Zone 3,2,Person 2427,157,154,
Zone 3,2,Person 4079,157,154,
Zone 3,2,Person 4960,157,154,
Zone 3,2,Person 1625,160,155,Leader
Zone 3,2,Person 776,160,155,Scribe
Zone 3,2,Person 3279,160,155,Researcher
Zone 3,2,Person 2411,160,155,
Zone 3,2,Person 4093,160,155,
Zone 3,2,Person 4956,160,155,
Zone 3,2,Person 1627,159,156,Leader
Zone 3,2,Person 781,159,156,Scribe
Zone 3,2,Person 3278,159,156,Researcher
Zone 3,2,Person 2412,159,156,
Zone 3,2,Person 4102,159,156,
Zone 3,2,Person 4953,159,156,
Zone 3,2,Person 1635,153,157,Leader
Zone 3,2,Person 782,153,157,Scribe
Zone 3,2,Person 3293,153,157,Researcher
Zone 3,2,Person 2447,153,157,
Zone 3,2,Person 4088,153,157,
Zone 3,2,Person 4975,153,157,
Zone 3,2,Person 1640,154,158,Leader
Zone 3,2,Person 784,154,158,Scribe
Zone 3,2,Person 3291,154,158,Researcher
Zone 3,2,Person 2448,154,158,
Zone 3,2,Person 4090,154,158,
Zone 3,2,Person 4969,154,158,
Zone 3,2,Person 1641,155,159,Leader
Zone 3,2,Person 787,155,159,Scribe
Zone 3,2,Person 3303,155,159,Researcher
Zone 3,2,Person 2436,155,159,
Zone 3,2,Person 4119,155,159,
Zone 3,2,Person 4968,155,159,
Zone 3,2,Person 1645,156,160,Leader
Zone 3,2,Person 789,156,160,Scribe
Zone 3,2,Person 3301,156,160,Researcher
Zone 3,2,Person 2440,156,160,
Zone 3,2,Person 4132,156,160,
Zone 3,2,Person 4967,156,160,
Zone 3,2,Person 1647,166,161,Leader
Zone 3,2,Person 801,166,161,Scribe
Zone 3,2,Person 3310,166,161,Researcher
Zone 3,2,Person 2457,166,161,
Zone 3,2,Person 4110,166,161,
Zone 3,2,Person 4985,166,161,
Zone 3,2,Person 1651,165,162,Leader
Zone 3,2,Person 814,165,162,Scribe
Zone 3,2,Person 3304,165,162,Researcher
Zone 3,2,Person 2460,165,162,
Zone 3,2,Person 4113,165,162,
Zone 3,2,Person 4982,165,162,
Zone 3,2,Person 1655,168,163,Leader
Zone 3,2,Person 821,168,163,Scribe
Zone 3,2,Person 3334,168,163,Researcher
Zone 3,2,Person 2452,168,163,
Zone 3,2,Person 4145,168,163,
Zone 3,2,Person 4979,168,163,
Zone 3,2,Person 1661,167,164,Leader
Zone 3,2,Person 823,167,164,Scribe
Zone 3,2,Person 3326,167,164,Researcher
Zone 3,2,Person 2455,167,164,
Zone 3,2,Person 4146,167,164,
Zone 3,2,Person 4978,167,164,
Zone 3,2,Person 1668,161,165,Leader
Zone 3,2,Person 828,161,165,Scribe
Zone 3,2,Person 3338,161,165,Researcher
Zone 3,2,Person 2479,161,165,
Zone 3,2,Person 4135,161,165,
Zone 3,2,Person 4992,161,165,
Zone 3,2,Person 1670,162,166,Leader
Zone 3,2,Person 833,162,166,Scribe
Zone 3,2,Person 3335,162,166,Researcher
Zone 3,2,Person 2480,162,166,
Zone 3,2,Person 4136,162,166,
Zone 3,2,Person 4990,162,166,
Zone 3,2,Person 1671,163,167,Leader
Zone 3,2,Person 3,163,167,Scribe
Zone 3,2,Person 3351,163,167,Researcher
Zone 3,2,Person 2466,163,167,
Zone 3,2,Person 4170,163,167,
Zone 3,2,Person 4989,163,167,
Zone 3,2,Person 1674,164,168,Leader
Zone 3,2,Person 5,164,168,Scribe
Zone 3,2,Person 3344,164,168,Researcher
Zone 3,2,Person 2470,164,168,
Zone 3,2,Person 4171,164,168,
Zone 3,2,Person 4986,164,168,
Zone 3,2,Person 1680,169,169,Leader
Zone 3,2,Person 6,169,169,Scribe
Zone 3,2,Person 3360,169,169,Researcher
Zone 3,2,Person 3368,169,169,
Zone 3,2,Person 4151,169,169,
Zone 3,2,Person 1681,170,170,Leader
Zone 3,2,Person 9,170,170,Scribe
Zone 3,2,Person 3356,170,170,Researcher
Zone 3,2,Person 3369,170,170,
Zone 3,2,Person 4169,170,170,
Zone 3,3,Person 1687,3,1,Leader
Zone 3,3,Person 4205,3,1,Scribe
Zone 3,3,Person 10,3,1,Researcher
Zone 3,3,Person 868,3,1,
Zone 3,3,Person 3369,3,1,
Zone 3,3,Person 4171,3,1,
Zone 3,3,Person 1689,4,2,Leader
Zone 3,3,Person 4202,4,2,Scribe
Zone 3,3,Person 12,4,2,Researcher
Zone 3,3,Person 854,4,2,
Zone 3,3,Person 3368,4,2,
Zone 3,3,Person 4170,4,2,
Zone 3,3,Person 1695,1,3,Leader
Zone 3,3,Person 4191,1,3,Scribe
Zone 3,3,Person 25,1,3,Researcher
Zone 3,3,Person 887,1,3,
Zone 3,3,Person 905,1,3,
Zone 3,3,Person 2552,1,3,
Zone 3,3,Person 1697,2,4,Leader
Zone 3,3,Person 4190,2,4,Scribe
Zone 3,3,Person 27,2,4,Researcher
Zone 3,3,Person 875,2,4,
Zone 3,3,Person 910,2,4,
Zone 3,3,Person 2554,2,4,
Zone 3,3,Person 1700,6,5,Leader
Zone 3,3,Person 4186,6,5,Scribe
Zone 3,3,Person 31,6,5,Researcher
Zone 3,3,Person 3,6,5,
Zone 3,3,Person 2563,6,5,
Zone 3,3,Person 3326,6,5,
Zone 3,3,Person 1702,5,6,Leader
Zone 3,3,Person 4187,5,6,Scribe
Zone 3,3,Person 35,5,6,Researcher
Zone 3,3,Person 5,5,6,
Zone 3,3,Person 2562,5,6,
Zone 3,3,Person 3334,5,6,
Zone 3,3,Person 1711,8,7,Leader
Zone 3,3,Person 4177,8,7,Scribe
Zone 3,3,Person 42,8,7,Researcher
Zone 3,3,Person 6,8,7,
Zone 3,3,Person 925,8,7,
Zone 3,3,Person 3423,8,7,
Zone 3,3,Person 1714,7,8,Leader
Zone 3,3,Person 4181,7,8,Scribe
Zone 3,3,Person 48,7,8,Researcher
Zone 3,3,Person 9,7,8,
Zone 3,3,Person 927,7,8,
Zone 3,3,Person 3422,7,8,
Zone 3,3,Person 1719,11,9,Leader
Zone 3,3,Person 4245,11,9,Scribe
Zone 3,3,Person 52,11,9,Researcher
Zone 3,3,Person 897,11,9,
Zone 3,3,Person 3420,11,9,
Zone 3,3,Person 2565,11,9,
Zone 3,3,Person 1726,12,10,Leader
Zone 3,3,Person 4241,12,10,Scribe
Zone 3,3,Person 55,12,10,Researcher
Zone 3,3,Person 890,12,10,
Zone 3,3,Person 3408,12,10,
Zone 3,3,Person 2584,12,10,
Zone 3,3,Person 1729,9,11,Leader
Zone 3,3,Person 4235,9,11,Scribe
Zone 3,3,Person 58,9,11,Researcher
Zone 3,3,Person 902,9,11,
Zone 3,3,Person 3429,9,11,
Zone 3,3,Person 2595,9,11,
Zone 3,3,Person 1733,10,12,Leader
Zone 3,3,Person 4234,10,12,Scribe
Zone 3,3,Person 60,10,12,Researcher
Zone 3,3,Person 899,10,12,
Zone 3,3,Person 3427,10,12,
Zone 3,3,Person 2605,10,12,
Zone 3,3,Person 1739,14,13,Leader
Zone 3,3,Person 4214,14,13,Scribe
Zone 3,3,Person 62,14,13,Researcher
Zone 3,3,Person 954,14,13,
Zone 3,3,Person 3405,14,13,
Zone 3,3,Person 2509,14,13,
Zone 3,3,Person 1748,13,14,Leader
Zone 3,3,Person 4218,13,14,Scribe
Zone 3,3,Person 65,13,14,Researcher
Zone 3,3,Person 956,13,14,
Zone 3,3,Person 3407,13,14,
Zone 3,3,Person 2522,13,14,
Zone 3,3,Person 1750,16,15,Leader
Zone 3,3,Person 4209,16,15,Scribe
Zone 3,3,Person 66,16,15,Researcher
Zone 3,3,Person 957,16,15,
Zone 3,3,Person 3453,16,15,
Zone 3,3,Person 2589,16,15,
Zone 3,3,Person 1752,15,16,Leader
Zone 3,3,Person 4212,15,16,Scribe
Zone 3,3,Person 67,15,16,Researcher
Zone 3,3,Person 962,15,16,
Zone 3,3,Person 3449,15,16,
Zone 3,3,Person 2588,15,16,
Zone 3,3,Person 1759,19,17,Leader
Zone 3,3,Person 4275,19,17,Scribe
Zone 3,3,Person 69,19,17,Researcher
Zone 3,3,Person 944,19,17,
Zone 3,3,Person 3443,19,17,
Zone 3,3,Person 2606,19,17,
Zone 3,3,Person 1762,20,18,Leader
Zone 3,3,Person 4271,20,18,Scribe
Zone 3,3,Person 75,20,18,Researcher
Zone 3,3,Person 942,20,18,
Zone 3,3,Person 3441,20,18,
Zone 3,3,Person 2612,20,18,
Zone 3,3,Person 1763,17,19,Leader
Zone 3,3,Person 4269,17,19,Scribe
Zone 3,3,Person 83,17,19,Researcher
Zone 3,3,Person 951,17,19,
Zone 3,3,Person 3458,17,19,
Zone 3,3,Person 2639,17,19,
Zone 3,3,Person 1765,18,20,Leader
Zone 3,3,Person 4261,18,20,Scribe
Zone 3,3,Person 90,18,20,Researcher
Zone 3,3,Person 948,18,20,
Zone 3,3,Person 3457,18,20,
Zone 3,3,Person 2640,18,20,
Zone 3,3,Person 1766,22,21,Leader
Zone 3,3,Person 4257,22,21,Scribe
Zone 3,3,Person 92,22,21,Researcher
Zone 3,3,Person 1000,22,21,
Zone 3,3,Person 3430,22,21,
Zone 3,3,Person 2555,22,21,
Zone 3,3,Person 1767,21,22,Leader
Zone 3,3,Person 4260,21,22,Scribe
Zone 3,3,Person 93,21,22,Researcher
Zone 3,3,Person 1006,21,22,
Zone 3,3,Person 3434,21,22,
Zone 3,3,Person 2561,21,22,
Zone 3,3,Person 1770,24,23,Leader
Zone 3,3,Person 4246,24,23,Scribe
Zone 3,3,Person 100,24,23,Researcher
Zone 3,3,Person 1007,24,23,
Zone 3,3,Person 3484,24,23,
Zone 3,3,Person 2617,24,23,
Zone 3,3,Person 1801,23,24,Leader
Zone 3,3,Person 4251,23,24,Scribe
Zone 3,3,Person 114,23,24,Researcher
Zone 3,3,Person 1014,23,24,
Zone 3,3,Person 3482,23,24,
Zone 3,3,Person 2616,23,24,
Zone 3,3,Person 1803,27,25,Leader
Zone 3,3,Person 4322,27,25,Scribe
Zone 3,3,Person 116,27,25,Researcher
Zone 3,3,Person 972,27,25,
Zone 3,3,Person 3479,27,25,
Zone 3,3,Person 2648,27,25,
Zone 3,3,Person 1804,28,26,Leader
Zone 3,3,Person 4317,28,26,Scribe
Zone 3,3,Person 121,28,26,Researcher
Zone 3,3,Person 967,28,26,
Zone 3,3,Person 3468,28,26,
Zone 3,3,Person 2649,28,26,
Zone 3,3,Person 1805,25,27,Leader
Zone 3,3,Person 4315,25,27,Scribe
Zone 3,3,Person 134,25,27,Researcher
Zone 3,3,Person 986,25,27,
Zone 3,3,Person 3489,25,27,
Zone 3,3,Person 2659,25,27,
Zone 3,3,Person 1806,26,28,Leader
Zone 3,3,Person 4304,26,28,Scribe
Zone 3,3,Person 141,26,28,Researcher
Zone 3,3,Person 976,26,28,
Zone 3,3,Person 3485,26,28,
Zone 3,3,Person 2671,26,28,
Zone 3,3,Person 1812,30,29,Leader
Zone 3,3,Person 4300,30,29,Scribe
Zone 3,3,Person 158,30,29,Researcher
Zone 3,3,Person 1038,30,29,
Zone 3,3,Person 3461,30,29,
Zone 3,3,Person 2591,30,29,
Zone 3,3,Person 1821,29,30,Leader
Zone 3,3,Person 4303,29,30,Scribe
Zone 3,3,Person 159,29,30,Researcher
Zone 3,3,Person 1039,29,30,
Zone 3,3,Person 3462,29,30,
Zone 3,3,Person 2592,29,30,
Zone 3,3,Person 1828,32,31,Leader
Zone 3,3,Person 4278,32,31,Scribe
Zone 3,3,Person 161,32,31,Researcher
Zone 3,3,Person 1044,32,31,
Zone 3,3,Person 3512,32,31,
Zone 3,3,Person 2652,32,31,
Zone 3,3,Person 1830,31,32,Leader
Zone 3,3,Person 4284,31,32,Scribe
Zone 3,3,Person 162,31,32,Researcher
Zone 3,3,Person 1049,31,32,
Zone 3,3,Person 3511,31,32,
Zone 3,3,Person 2650,31,32,
Zone 3,3,Person 1831,35,33,Leader
Zone 3,3,Person 4361,35,33,Scribe
Zone 3,3,Person 163,35,33,Researcher
Zone 3,3,Person 1024,35,33,
Zone 3,3,Person 3509,35,33,
Zone 3,3,Person 2683,35,33,
Zone 3,3,Person 1835,36,34,Leader
Zone 3,3,Person 4360,36,34,Scribe
Zone 3,3,Person 164,36,34,Researcher
Zone 3,3,Person 1020,36,34,
Zone 3,3,Person 3506,36,34,
Zone 3,3,Person 2685,36,34,
Zone 3,3,Person 1836,33,35,Leader
Zone 3,3,Person 4357,33,35,Scribe
Zone 3,3,Person 169,33,35,Researcher
Zone 3,3,Person 1035,33,35,
Zone 3,3,Person 3522,33,35,
Zone 3,3,Person 2701,33,35,
Zone 3,3,Person 1839,34,36,Leader
Zone 3,3,Person 4356,34,36,Scribe
Zone 3,3,Person 185,34,36,Researcher
Zone 3,3,Person 1025,34,36,
Zone 3,3,Person 3517,34,36,
Zone 3,3,Person 2709,34,36,
Zone 3,3,Person 1850,38,37,Leader
Zone 3,3,Person 4341,38,37,Scribe
Zone 3,3,Person 194,38,37,Researcher
Zone 3,3,Person 1090,38,37,
Zone 3,3,Person 3498,38,37,
Zone 3,3,Person 2619,38,37,
Zone 3,3,Person 1854,37,38,Leader
Zone 3,3,Person 4343,37,38,Scribe
Zone 3,3,Person 195,37,38,Researcher
Zone 3,3,Person 1091,37,38,
Zone 3,3,Person 3499,37,38,
Zone 3,3,Person 2633,37,38,
Zone 3,3,Person 1855,40,39,Leader
Zone 3,3,Person 4327,40,39,Scribe
Zone 3,3,Person 196,40,39,Researcher
Zone 3,3,Person 1093,40,39,
Zone 3,3,Person 3565,40,39,
Zone 3,3,Person 2688,40,39,
Zone 3,3,Person 1865,39,40,Leader
Zone 3,3,Person 4334,39,40,Scribe
Zone 3,3,Person 198,39,40,Researcher
Zone 3,3,Person 1098,39,40,
Zone 3,3,Person 3559,39,40,
Zone 3,3,Person 2686,39,40,
Zone 3,3,Person 1870,43,41,Leader
Zone 3,3,Person 4401,43,41,Scribe
Zone 3,3,Person 201,43,41,Researcher
Zone 3,3,Person 1059,43,41,
Zone 3,3,Person 3543,43,41,
Zone 3,3,Person 2722,43,41,
Zone 3,3,Person 1874,44,42,Leader
Zone 3,3,Person 4398,44,42,Scribe
Zone 3,3,Person 204,44,42,Researcher
Zone 3,3,Person 1057,44,42,
Zone 3,3,Person 3537,44,42,
Zone 3,3,Person 2728,44,42,
Zone 3,3,Person 1876,41,43,Leader
Zone 3,3,Person 4387,41,43,Scribe
Zone 3,3,Person 205,41,43,Researcher
Zone 3,3,Person 1084,41,43,
Zone 3,3,Person 3574,41,43,
Zone 3,3,Person 2744,41,43,
Zone 3,3,Person 1889,42,44,Leader
Zone 3,3,Person 4384,42,44,Scribe
Zone 3,3,Person 206,42,44,Researcher
Zone 3,3,Person 1060,42,44,
Zone 3,3,Person 3567,42,44,
Zone 3,3,Person 2752,42,44,
Zone 3,3,Person 1891,46,45,Leader
Zone 3,3,Person 4367,46,45,Scribe
Zone 3,3,Person 209,46,45,Researcher
Zone 3,3,Person 1126,46,45,
Zone 3,3,Person 3529,46,45,
Zone 3,3,Person 2654,46,45,
Zone 3,3,Person 1892,45,46,Leader
Zone 3,3,Person 4371,45,46,Scribe
Zone 3,3,Person 211,45,46,Researcher
Zone 3,3,Person 1128,45,46,
Zone 3,3,Person 3531,45,46,
Zone 3,3,Person 2658,45,46,
Zone 3,3,Person 1901,48,47,Leader
Zone 3,3,Person 4362,48,47,Scribe
Zone 3,3,Person 221,48,47,Researcher
Zone 3,3,Person 1139,48,47,
Zone 3,3,Person 3599,48,47,
Zone 3,3,Person 2736,48,47,
Zone 3,3,Person 1903,47,48,Leader
Zone 3,3,Person 4366,47,48,Scribe
Zone 3,3,Person 228,47,48,Researcher
Zone 3,3,Person 1141,47,48,
Zone 3,3,Person 3597,47,48,
Zone 3,3,Person 2734,47,48,
Zone 3,3,Person 1913,51,49,Leader
Zone 3,3,Person 4445,51,49,Scribe
Zone 3,3,Person 240,51,49,Researcher
Zone 3,3,Person 1110,51,49,
Zone 3,3,Person 3587,51,49,
Zone 3,3,Person 2762,51,49,
Zone 3,3,Person 1915,52,50,Leader
Zone 3,3,Person 4435,52,50,Scribe
Zone 3,3,Person 244,52,50,Researcher
Zone 3,3,Person 1109,52,50,
Zone 3,3,Person 3583,52,50,
Zone 3,3,Person 2763,52,50,
Zone 3,3,Person 1916,49,51,Leader
Zone 3,3,Person 4432,49,51,Scribe
Zone 3,3,Person 252,49,51,Researcher
Zone 3,3,Person 1121,49,51,
Zone 3,3,Person 3603,49,51,
Zone 3,3,Person 2789,49,51,
Zone 3,3,Person 1921,50,52,Leader
Zone 3,3,Person 4430,50,52,Scribe
Zone 3,3,Person 264,50,52,Researcher
Zone 3,3,Person 1115,50,52,
Zone 3,3,Person 3602,50,52,
Zone 3,3,Person 2799,50,52,
Zone 3,3,Person 1927,54,53,Leader
Zone 3,3,Person 4422,54,53,Scribe
Zone 3,3,Person 266,54,53,Researcher
Zone 3,3,Person 1156,54,53,
Zone 3,3,Person 3575,54,53,
Zone 3,3,Person 2690,54,53,
Zone 3,3,Person 1930,53,54,Leader
Zone 3,3,Person 4424,53,54,Scribe
Zone 3,3,Person 279,53,54,Researcher
Zone 3,3,Person 1161,53,54,
Zone 3,3,Person 3576,53,54,
Zone 3,3,Person 2697,53,54,
Zone 3,3,Person 1935,56,55,Leader
Zone 3,3,Person 4405,56,55,Scribe
Zone 3,3,Person 281,56,55,Researcher
Zone 3,3,Person 1163,56,55,
Zone 3,3,Person 3633,56,55,
Zone 3,3,Person 2768,56,55,
Zone 3,3,Person 1936,55,56,Leader
Zone 3,3,Person 4413,55,56,Scribe
Zone 3,3,Person 285,55,56,Researcher
Zone 3,3,Person 1165,55,56,
Zone 3,3,Person 3630,55,56,
Zone 3,3,Person 2765,55,56,
Zone 3,3,Person 1937,59,57,Leader
Zone 3,3,Person 4477,59,57,Scribe
Zone 3,3,Person 287,59,57,Researcher
Zone 3,3,Person 1150,59,57,
Zone 3,3,Person 3624,59,57,
Zone 3,3,Person 2803,59,57,
Zone 3,3,Person 1944,60,58,Leader
Zone 3,3,Person 4472,60,58,Scribe
Zone 3,3,Person 289,60,58,Researcher
Zone 3,3,Person 1148,60,58,
Zone 3,3,Person 3622,60,58,
Zone 3,3,Person 2811,60,58,
Zone 3,3,Person 1946,57,59,Leader
Zone 3,3,Person 4463,57,59,Scribe
Zone 3,3,Person 292,57,59,Researcher
Zone 3,3,Person 1155,57,59,
Zone 3,3,Person 3636,57,59,
Zone 3,3,Person 2823,57,59,
Zone 3,3,Person 1952,58,60,Leader
Zone 3,3,Person 4461,58,60,Scribe
Zone 3,3,Person 296,58,60,Researcher
Zone 3,3,Person 1154,58,60,
Zone 3,3,Person 3634,58,60,
Zone 3,3,Person 2830,58,60,
Zone 3,3,Person 1953,62,61,Leader
Zone 3,3,Person 4456,62,61,Scribe
Zone 3,3,Person 298,62,61,Researcher
Zone 3,3,Person 1205,62,61,
Zone 3,3,Person 3610,62,61,
Zone 3,3,Person 2738,62,61,
Zone 3,3,Person 1955,61,62,Leader
Zone 3,3,Person 4458,61,62,Scribe
Zone 3,3,Person 313,61,62,Researcher
Zone 3,3,Person 1207,61,62,
Zone 3,3,Person 3621,61,62,
Zone 3,3,Person 2743,61,62,
Zone 3,3,Person 1958,64,63,Leader
Zone 3,3,Person 4446,64,63,Scribe
Zone 3,3,Person 314,64,63,Researcher
Zone 3,3,Person 1219,64,63,
Zone 3,3,Person 3675,64,63,
Zone 3,3,Person 2815,64,63,
Zone 3,3,Person 1960,63,64,Leader
Zone 3,3,Person 4454,63,64,Scribe
Zone 3,3,Person 315,63,64,Researcher
Zone 3,3,Person 1227,63,64,
Zone 3,3,Person 3671,63,64,
Zone 3,3,Person 2814,63,64,
Zone 3,3,Person 1962,67,65,Leader
Zone 3,3,Person 4533,67,65,Scribe
Zone 3,3,Person 316,67,65,Researcher
Zone 3,3,Person 1190,67,65,
Zone 3,3,Person 3668,67,65,
Zone 3,3,Person 2833,67,65,
Zone 3,3,Person 1963,68,66,Leader
Zone 3,3,Person 4532,68,66,Scribe
Zone 3,3,Person 318,68,66,Researcher
Zone 3,3,Person 1175,68,66,
Zone 3,3,Person 3662,68,66,
Zone 3,3,Person 2838,68,66,
Zone 3,3,Person 1968,65,67,Leader
Zone 3,3,Person 4527,65,67,Scribe
Zone 3,3,Person 323,65,67,Researcher
Zone 3,3,Person 1204,65,67,
Zone 3,3,Person 3701,65,67,
Zone 3,3,Person 2902,65,67,
Zone 3,3,Person 1991,66,68,Leader
Zone 3,3,Person 4509,66,68,Scribe
Zone 3,3,Person 329,66,68,Researcher
Zone 3,3,Person 1192,66,68,
Zone 3,3,Person 3686,66,68,
Zone 3,3,Person 2903,66,68,
Zone 3,3,Person 1994,70,69,Leader
Zone 3,3,Person 4492,70,69,Scribe
Zone 3,3,Person 340,70,69,Researcher
Zone 3,3,Person 1267,70,69,
Zone 3,3,Person 3643,70,69,
Zone 3,3,Person 2779,70,69,
Zone 3,3,Person 1999,69,70,Leader
Zone 3,3,Person 4493,69,70,Scribe
Zone 3,3,Person 345,69,70,Researcher
Zone 3,3,Person 1272,69,70,
Zone 3,3,Person 3651,69,70,
Zone 3,3,Person 2786,69,70,
Zone 3,3,Person 2008,72,71,Leader
Zone 3,3,Person 4480,72,71,Scribe
Zone 3,3,Person 348,72,71,Researcher
Zone 3,3,Person 1273,72,71,
Zone 3,3,Person 3739,72,71,
Zone 3,3,Person 2852,72,71,
Zone 3,3,Person 2009,71,72,Leader
Zone 3,3,Person 4490,71,72,Scribe
Zone 3,3,Person 351,71,72,Researcher
Zone 3,3,Person 1275,71,72,
Zone 3,3,Person 3731,71,72,
Zone 3,3,Person 2851,71,72,
Zone 3,3,Person 2018,75,73,Leader
Zone 3,3,Person 4562,75,73,Scribe
Zone 3,3,Person 352,75,73,Researcher
Zone 3,3,Person 1246,75,73,
Zone 3,3,Person 3729,75,73,
Zone 3,3,Person 2904,75,73,
Zone 3,3,Person 2019,76,74,Leader
Zone 3,3,Person 4558,76,74,Scribe
Zone 3,3,Person 366,76,74,Researcher
Zone 3,3,Person 1236,76,74,
Zone 3,3,Person 3726,76,74,
Zone 3,3,Person 2913,76,74,
Zone 3,3,Person 2041,73,75,Leader
Zone 3,3,Person 4557,73,75,Scribe
Zone 3,3,Person 382,73,75,Researcher
Zone 3,3,Person 1258,73,75,
Zone 3,3,Person 3743,73,75,
Zone 3,3,Person 2943,73,75,
Zone 3,3,Person 2052,74,76,Leader
Zone 3,3,Person 4555,74,76,Scribe
Zone 3,3,Person 384,74,76,Researcher
Zone 3,3,Person 1249,74,76,
Zone 3,3,Person 3740,74,76,
Zone 3,3,Person 2946,74,76,
Zone 3,3,Person 2059,78,77,Leader
Zone 3,3,Person 4545,78,77,Scribe
Zone 3,3,Person 385,78,77,Researcher
Zone 3,3,Person 1292,78,77,
Zone 3,3,Person 3708,78,77,
Zone 3,3,Person 2817,78,77,
Zone 3,3,Person 2060,77,78,Leader
Zone 3,3,Person 4547,77,78,Scribe
Zone 3,3,Person 393,77,78,Researcher
Zone 3,3,Person 1303,77,78,
Zone 3,3,Person 3722,77,78,
Zone 3,3,Person 2821,77,78,
Zone 3,3,Person 2074,80,79,Leader
Zone 3,3,Person 4536,80,79,Scribe
Zone 3,3,Person 394,80,79,Researcher
Zone 3,3,Person 1311,80,79,
Zone 3,3,Person 3764,80,79,
Zone 3,3,Person 2920,80,79,
Zone 3,3,Person 2077,79,80,Leader
Zone 3,3,Person 4538,79,80,Scribe
Zone 3,3,Person 396,79,80,Researcher
Zone 3,3,Person 1312,79,80,
Zone 3,3,Person 3758,79,80,
Zone 3,3,Person 2919,79,80,
Zone 3,3,Person 2080,83,81,Leader
Zone 3,3,Person 4600,83,81,Scribe
Zone 3,3,Person 399,83,81,Researcher
Zone 3,3,Person 1279,83,81,
Zone 3,3,Person 3757,83,81,
Zone 3,3,Person 2963,83,81,
Zone 3,3,Person 2082,84,82,Leader
Zone 3,3,Person 4592,84,82,Scribe
Zone 3,3,Person 405,84,82,Researcher
Zone 3,3,Person 1278,84,82,
Zone 3,3,Person 3755,84,82,
Zone 3,3,Person 2964,84,82,
Zone 3,3,Person 2084,81,83,Leader
Zone 3,3,Person 4586,81,83,Scribe
Zone 3,3,Person 411,81,83,Researcher
Zone 3,3,Person 1285,81,83,
Zone 3,3,Person 3768,81,83,
Zone 3,3,Person 2976,81,83,
Zone 3,3,Person 2097,82,84,Leader
Zone 3,3,Person 4585,82,84,Scribe
Zone 3,3,Person 420,82,84,Researcher
Zone 3,3,Person 1280,82,84,
Zone 3,3,Person 3767,82,84,
Zone 3,3,Person 2981,82,84,
Zone 3,3,Person 2100,86,85,Leader
Zone 3,3,Person 4581,86,85,Scribe
Zone 3,3,Person 421,86,85,Researcher
Zone 3,3,Person 1343,86,85,
Zone 3,3,Person 3744,86,85,
Zone 3,3,Person 2875,86,85,
Zone 3,3,Person 2110,85,86,Leader
Zone 3,3,Person 4584,85,86,Scribe
Zone 3,3,Person 427,85,86,Researcher
Zone 3,3,Person 1344,85,86,
Zone 3,3,Person 3753,85,86,
Zone 3,3,Person 2880,85,86,
Zone 3,3,Person 2117,88,87,Leader
Zone 3,3,Person 4567,88,87,Scribe
Zone 3,3,Person 431,88,87,Researcher
Zone 3,3,Person 1348,88,87,
Zone 3,3,Person 3788,88,87,
Zone 3,3,Person 2966,88,87,
Zone 3,3,Person 2122,87,88,Leader
Zone 3,3,Person 4568,87,88,Scribe
Zone 3,3,Person 437,87,88,Researcher
Zone 3,3,Person 1358,87,88,
Zone 3,3,Person 3787,87,88,
Zone 3,3,Person 2965,87,88,
Zone 3,3,Person 2123,91,89,Leader
Zone 3,3,Person 4679,91,89,Scribe
Zone 3,3,Person 441,91,89,Researcher
Zone 3,3,Person 1325,91,89,
Zone 3,3,Person 3782,91,89,
Zone 3,3,Person 2986,91,89,
Zone 3,3,Person 2127,92,90,Leader
Zone 3,3,Person 4676,92,90,Scribe
Zone 3,3,Person 444,92,90,Researcher
Zone 3,3,Person 1315,92,90,
Zone 3,3,Person 3781,92,90,
Zone 3,3,Person 2990,92,90,
Zone 3,3,Person 2128,89,91,Leader
Zone 3,3,Person 4660,89,91,Scribe
Zone 3,3,Person 458,89,91,Researcher
Zone 3,3,Person 1337,89,91,
Zone 3,3,Person 3793,89,91,
Zone 3,3,Person 3007,89,91,
